Date/Time,Threshold,totalDiffe,file
2018/06/12 11:13:46,110000,110352,20180612_11h13m46s078359.jpg
2018/06/12 11:13:47,110000,113701,20180612_11h13m47s046542.jpg
2018/06/12 11:13:48,110000,123576,20180612_11h13m48s078978.jpg
2018/06/12 11:14:04,110000,110210,20180612_11h14m04s070455.jpg
2018/06/12 11:14:06,110000,113027,20180612_11h14m06s034523.jpg
2018/06/12 11:14:07,110000,112436,20180612_11h14m07s066535.jpg
2018/06/12 11:14:08,110000,115783,20180612_11h14m08s098499.jpg
2018/06/12 11:14:54,110000,121446,20180612_11h14m54s038952.jpg
2018/06/12 11:14:55,110000,129031,20180612_11h14m55s070762.jpg
2018/06/12 11:14:56,110000,110500,20180612_11h14m56s039391.jpg
2018/06/12 11:14:58,110000,112817,20180612_11h14m58s039083.jpg
2018/06/12 11:15:03,110000,113473,20180612_11h15m03s098973.jpg
2018/06/12 11:15:04,110000,113572,20180612_11h15m04s067107.jpg
2018/06/12 11:15:06,110000,112833,20180612_11h15m06s098915.jpg
2018/06/12 11:15:09,110000,113067,20180612_11h15m09s062918.jpg
2018/06/12 11:15:11,110000,113973,20180612_11h15m11s094930.jpg
2018/06/12 11:15:22,110000,135950,20180612_11h15m22s055024.jpg
2018/06/12 11:15:23,110000,115387,20180612_11h15m23s087090.jpg
2018/06/12 11:15:34,110000,116642,20180612_11h15m34s047045.jpg
2018/06/12 11:15:36,110000,117695,20180612_11h15m36s079088.jpg
2018/06/12 11:15:38,110000,117692,20180612_11h15m38s047172.jpg
2018/06/12 11:15:46,110000,118318,20180612_11h15m46s075118.jpg
2018/06/12 11:15:48,110000,110972,20180612_11h15m48s038984.jpg
2018/06/12 11:15:49,110000,115002,20180612_11h15m49s071254.jpg
2018/06/12 11:15:50,110000,110707,20180612_11h15m50s039041.jpg
2018/06/12 11:16:01,110000,116693,20180612_11h16m01s067198.jpg
2018/06/12 11:16:11,110000,116372,20180612_11h16m11s091395.jpg
2018/06/12 11:16:13,110000,117521,20180612_11h16m13s059561.jpg
2018/06/12 11:16:20,110000,117945,20180612_11h16m20s087461.jpg
2018/06/12 11:16:26,110000,118427,20180612_11h16m26s083370.jpg
2018/06/12 11:16:28,110000,234907,20180612_11h16m28s051547.jpg
2018/06/12 11:16:29,110000,184018,20180612_11h16m29s083712.jpg
2018/06/12 11:16:31,110000,116791,20180612_11h16m31s047506.jpg
